id,alt_type,attack,card_bonus,number,command,cost,errata_text,faction,hit_points,keywords,loyalty,name,resource_bonus,shields,text,traits,type,unique,copies,cycle,designer,octgn_id,set,signature_id,starting_cards,starting_resources,planet_material,planet_stronghold,planet_tech,sector,tts_card_key,tts_sheet_id,tts_sheet_position,flavour_text
801,bloodied,1,,89,,,,Astra Militarum,6,Bloodied.,Signature,Torquemada Coteaz,,,,Soldier. Inquisitor.,Warlord,yes,,Warlord Cycle,FFG,,The Threat Beyond,,,,,,,,,,,
802,,0,,89,,,,Astra Militarum,8,,Signature,Torquemada Coteaz,,,Combat Action: Sacrifice a unit at this planet to give this warlord +3 ATK for its next attack this phase. (Limit once per attack.),Soldier. Inquisitor.,Warlord,yes,,Warlord Cycle,FFG,ec181472-ac77-4f7f-b6dd-6fd44eb3cc23,The Threat Beyond,12,8,8,,,,,,,,
803,,1,,90,1,2,,Astra Militarum,3,,Signature,Coteaz's Henchmen,,,"Interrupt: When this unit leaves play, ready your warlord.",Soldier.,Army,,4,Warlord Cycle,FFG,f5768407-ea44-4ef2-9a6e-368e9de307d1,The Threat Beyond,12,,,,,,,,,,
804,,,,91,,1,,Astra Militarum,,,Signature,Formosan Black Ship,,,"Interrupt: When you sacrifice a non-token unit, exhaust this support to put 2 Guardsman tokens into play at the same planet as the sacrificed unit.",Upgrade.,Support,,1,Warlord Cycle,FFG,3a15c553-8e51-4896-a890-24210ce55b59,The Threat Beyond,12,,,,,,,,,,
805,,,,92,,1,,Astra Militarum,,,Signature,The Glovodan Eagle,,3,Attach to your warlord. Attached warlord gets +1 ATK. Combat Action: Detach this card to have it become an army unit with 1 ATK and 1 HP and the text: 'Action: Return this unit to your hand.',Familiar.,Attachment,yes,1,Warlord Cycle,FFG,c317c444-1a7c-4551-8df0-8b8a19863a3f,The Threat Beyond,12,,,,,,,,,,
806,,,,93,,0,,Astra Militarum,,,Signature,The Emperor Protects,,1,"Interrupt: When a unit you control leaves play from a planet with your warlord, return that unit to your hand instead.",Tactic.,Event,,2,Warlord Cycle,FFG,8c364060-b171-44f3-8e38-e5550773bcb8,The Threat Beyond,12,,,,,,,,,,
807,,3,,94,2,5,,Space Marine,6,,,Firedrake Terminators,,,"Reaction: After this unit is declared as a defender, deal 1 damage to the attacker.",Soldier. Salamander. Elite.,Army,,,Warlord Cycle,FFG,69ee65e3-8e87-4eb7-a052-dd49041a8d0d,The Threat Beyond,,,,,,,,,,,
808,,2,,95,1,2,,Space Marine,2,,,Imperial Fists Siege Force,,,"Reaction: After you deploy this unit, rout 1 or more target Ally units at this planet.",Soldier. Imperial Fists.,Army,,,Warlord Cycle,FFG,e59000a2-c6a6-472d-8629-faf1d23abb37,The Threat Beyond,,,,,,,,,,,
809,,,,96,,3,,Space Marine,,,Loyal,Nocturne-Ultima Storm Bolter,,2,"Attach to an army unit. Reaction: After attached unit damages an enemy unit by an attack, deal damage equal to attached unit's ATK value to another target unit at the same planet.",Wargear. Weapon.,Attachment,,,Warlord Cycle,FFG,b72f896b-a506-4316-90b0-fceee972b0c9,The Threat Beyond,,,,,,,,,,,
810,,3,,97,1,2,,Ork,4,,,Snakebite Thug,,,"Forced Reaction: After this unit resolves its attack, deal 1 damage to it.",Warrior. Boyz.,Army,,,Warlord Cycle,FFG,11501d87-40cd-4940-a043-91cb004fe932,The Threat Beyond,,,,,,,,,,,
811,,2,,98,1,2,,Ork,2,,,Evil Sunz Warbiker,,,This unit gets +2 ATK while it is at a planet with a warlord.,Warrior. Boyz.,Army,,,Warlord Cycle,FFG,940afed7-b09b-45f4-ad20-db89feab9b68,The Threat Beyond,,,,,,,,,,,
812,,,,99,,3,,Ork,,,Loyal,Mork's Great Heap,,,Each non-token [F] unit you control gets +1 HP.,Upgrade.,Support,yes,,Warlord Cycle,FFG,c443b206-b199-4ff4-878b-a3c22b1afe43,The Threat Beyond,,,,,,,,,,,
813,,2,,100,1,3,,Chaos,3,,,Noise Marine Zealots,,,This unit gets +2 ATK while it is at a planet with a warlord.,Warrior. Slaanesh.,Army,,,Warlord Cycle,FFG,1c138a7b-f8a6-4464-bae9-b7aff3f06aae,The Threat Beyond,,,,,,,,,,,
814,,,,101,,1,,Chaos,,,,Turbulent Rift,,,"Reaction: After you deploy an Elite unit, deal 1 damage to that unit to deal 1 damage to each enemy unit at that planet.",Location.,Support,,,Warlord Cycle,FFG,1e1aa741-a464-45b5-9bb0-9d6aabb4e562,The Threat Beyond,,,,,,,,,,,
815,,,,102,,2,,Chaos,,,,Cacophonic Choir,,1,Deploy Action: Exhaust your warlord to have your opponent deal X indirect damage among units he controls. X is the number of units your opponent controls.,Power. Maneuver. Slaanesh.,Event,,,Warlord Cycle,FFG,17cfa2a4-74f5-4ffb-b01b-b23cfc0ea691,The Threat Beyond,,,,,,,,,,,
816,,1,,103,,1,,Dark Eldar,1,,,Kabalite Halfborn,,,"Interrupt: When this unit leavec play, draw 1 card.",Warrior. Kabalite.,Army,,,Warlord Cycle,FFG,d953e090-697e-45ff-8ab3-09df93e18d26,The Threat Beyond,,,,,,,,,,,
817,,,,104,,0,,Dark Eldar,,,,Slake the Thirst,,1,"Action: Exhaust your warlord to discard up to 3 cards at random from a target player's hand. Then, that player draws cards equal to the number of cards discarded.",Tactic. Maneuver.,Event,,,Warlord Cycle,FFG,9f27a074-304f-413b-9089-82e28bf52fbe,The Threat Beyond,,,,,,,,,,,
818,,,,105,,2,,Dark Eldar,,,Loyal,Shadow Field,,2,Attach to a L army unit. Attached unit cannot be dealt damage by an army unit with printed cost 2 or lower.,Wargear.,Attachment,,,Warlord Cycle,FFG,4da8e82b-56ba-4249-b41a-f7b581c1d819,The Threat Beyond,,,,,,,,,,,
819,,5,,106,2,6,,Eldar,5,No Wargear Attachments.,,Mighty Wraithknight,,,"Reaction: After this unit enters play, exhaust each non-Spirit unit at this planet.",Vehicle. Spirit. Elite.,Army,,,Warlord Cycle,FFG,c1ef50ec-240e-42b7-b44a-92a308ddb081,The Threat Beyond,,,,,,,,,,,
820,,,,107,,0,,Eldar,,,,Seer's Exodus,,1,Action: Move 1 or more units you control at a planet with your warlord to your HQ.,Power.,Event,,,Warlord Cycle,FFG,73f69447-e8ee-4670-9b57-37bb12119586,The Threat Beyond,,,,,,,,,,,
821,,,,108,,1,,Eldar,,,,Slumbering Gardens,,,"Interrupt: When an effect would move a unit you control from a planet, exhaust this support to cancel that effect.",Location.,Support,,,Warlord Cycle,FFG,0d24d1c9-990c-4e7b-89a0-8ab5aa077440,The Threat Beyond,,,,,,,,,,,
822,,2,,109,,3,,Tau,2,,,Fire Warrior Grenadiers,,,"For each Ethereal unit you control at this planet, this unit gets +2 ATK and gains 1 command icon.",Soldier. Shas'la.,Army,,,Warlord Cycle,FFG,842fa2c6-ae38-4f13-9848-c8c909f8b45d,The Threat Beyond,,,,,,,,,,,
823,,,,110,,2,,Tau,,,Loyal,Ksi'M'Yen Orbital City,,,"Combat Action: Exhaust this support to move an Ethereal unit from your HQ to a target planet. Then, ready that unit.",Location.,Support,,,Warlord Cycle,FFG,43b4ae5b-5c64-4289-96c7-a6ca0a151136,The Threat Beyond,,,,,,,,,,,
824,bloodied,1,,111,,,,Eldar,5,Bloodied.,Signature,Baharroth,,,,Warrior. Phoenix Lord.,Warlord,yes,,Warlord Cycle,FFG,,The Descendants of Isha,,,,,,,,,,,
825,,2,,111,,,,Eldar,6,Mobile.,Signature,Baharroth,,,,Warrior. Phoenix Lord.,Warlord,yes,,Warlord Cycle,FFG,2bc2f49d-d360-4302-85fd-18e37d17736a,The Descendants of Isha,13,7,7,,,,,,,,
826,,0,,112,2,3,,Eldar,2,Mobile.,Signature,Baharroth's Hawks,,,This unit gets +3 ATK while it is at a planet with your warlord.,Warrior.,Army,,4,Warlord Cycle,FFG,06e27d10-e4b2-4bff-a7e5-74ce473bf510,The Descendants of Isha,13,,,,,,,,,,
827,,,,113,,1,,Eldar,,,Signature,Banner of the Ashen Sky,,,"Reaction: After a unit moves from one planet to another, exhaust this support to give that unit +2 ATK for its next attack this phase.",Upgrade.,Support,,1,Warlord Cycle,FFG,2744182e-15e0-41a9-b96e-b8266964b066,The Descendants of Isha,13,,,,,,,,,,
828,,,,114,,1,,Eldar,,,Signature,The Shining Blade,,3,"Limit 1 [R]elic per player. Attach to a Mobile unit. Interrupt: When attached unit declares an attack, declare that attack against an enemy unit at an adjacent planet instead.",Relic. Wargear.,Attachment,yes,1,Warlord Cycle,FFG,3a56b4f2-0e75-48da-8f75-cb811c006c40,The Descendants of Isha,13,,,,,,,,,,
829,,,,115,,0,,Eldar,,,Signature,Cry of the Wind,,1,"Reaction: After a unit moves from one planet to another, move that unit to an adjacent planet.",Tactic.,Event,,2,Warlord Cycle,FFG,53470884-9e62-49df-ae6f-d5dc07898138,The Descendants of Isha,13,,,,,,,,,,
830,bloodied,1,,116,,,,Dark Eldar,6,Bloodied.,Signature,Urien Rakarth,,,,Scholar. Haemonculus.,Warlord,yes,,Warlord Cycle,FFG,,The Descendants of Isha,,,,,,,,,,,
831,,2,,116,,,,Dark Eldar,6,,Signature,Urien Rakarth,,,The cost for you to play each Torture event is reduced by 1. The cost for you to play each non-Torture event is increased by 1.,Scholar. Haemonculus.,Warlord,yes,,Warlord Cycle,FFG,517bc608-595b-4090-a303-ecf0f898ccad,The Descendants of Isha,14,8,7,,,,,,,,
832,,3,,117,,2,,Dark Eldar,3,,Signature,Twisted Wracks,,,Action: Discard a Torture card from your hand to ready this unit.,Creature. Abomination.,Army,,2,Warlord Cycle,FFG,de9fced7-ae6d-4a7d-9dfd-aa1304c1df99,The Descendants of Isha,14,,,,,,,,,,
833,,,,118,,1,,Dark Eldar,,,Signature,Rakarth's Experimentations,,1,"Action: Name a card type (unit, support, attachment, event). Your opponent must either discard 1 card of that type from his hand or deal 1 damage to his warlord.",Tactic. Torture.,Event,,4,Warlord Cycle,FFG,ad74d292-28fa-40dc-bfdc-835126136468,The Descendants of Isha,14,,,,,,,,,,
834,,,,119,,2,,Dark Eldar,,,Signature,Ichor Gauntlet,,3,"Attach to your warlord. Reaction: After you play a Torture event card, exhaust attached warlord to copy its effects. You may choose new targets.",Wargear. Weapon.,Attachment,,1,Warlord Cycle,FFG,0f9cf5af-9188-424f-8179-91149b3ab4e5,The Descendants of Isha,14,,,,,,,,,,
835,,,,120,,1,,Dark Eldar,,,Signature,Urien's Oubliette,,,Your opponent plays with the top card of his deck revealed. Action: Exhaust this support to discard the top card of each player's deck or have each player draw 1 card.,Location.,Support,,1,Warlord Cycle,FFG,56f78418-7cff-478b-8d05-992e0547ff21,The Descendants of Isha,14,,,,,,,,,,
836,,5,,121,3,7,,Space Marine,5,No Wargear Attachment.,,Space Wolves Predator,,,"Reaction: After you deploy this unit, your opponent cannot commit his warlord to this planet this round unless it is the only planet in play.",Vehicle. Spaces Wolves. Elite.,Army,,,Warlord Cycle,FFG,aded9eb6-6b5c-4a42-bb14-4331753ec6ac,The Descendants of Isha,,,,,,,,,,,
837,,,,122,,0,,Space Marine,,,Loyal,Primal Howl,,2,"Reaction: After your warlord commits to a planet with an enemy warlord, draw 3 cards. Max 1 per turn.",Power. Space Wolves.,Event,,,Warlord Cycle,FFG,f08a8fd1-dd92-4c2f-85d8-4a8ec4be72dc,The Descendants of Isha,,,,,,,,,,,
838,,,,123,,2,,Space Marine,,,,Hallow Librarium,,,Action: Exhaust this support to have a target unit at a planet without an enemy warlord get -2 ATK until the end of the phase.,Location.,Support,,,Warlord Cycle,FFG,a035af8d-4f88-4022-958e-5c01e8056c3a,The Descendants of Isha,,,,,,,,,,,
839,,4,,124,1,6,,Ork,4,No Wargear Attachment.,,Big Shoota Battlewagon,,,"Interrupt: When this unit is destroyed, put 4 Snotlings tokens into play at this planet.",Vehicle. Elite.,Army,,,Warlord Cycle,FFG,67d2c207-f181-45b9-9ffb-5b0973ce17ea,The Descendants of Isha,,,,,,,,,,,
840,,,,125,,2,,Ork,,,,Made Ta Fight,,1,"Interrupt: When an army unit you control leaves play from a planet with your warlord, deal damage equal to that army unit's printed ATK value to a target non-warlord unit at the same planet.",Power.,Event,,,Warlord Cycle,FFG,542027e4-8275-46ab-86f7-0b7da82c6afc,The Descendants of Isha,,,,,,,,,,,
841,,,,126,,3,,Ork,,,Loyal,Squiggify,,2,"Combat Action: Target a non-Vehicle army unit. Until the end of the phase, set that unit's ATK value to 1, its printed text box is treated as blank (except for Traits), and it gains the Squig trait.",Power.,Event,,,Warlord Cycle,FFG,55f0e1ad-0bce-4cf1-b1bb-2e795afcdd1b,The Descendants of Isha,,,,,,,,,,,
842,,5,,127,3,7,,Chaos,5,No Wargear Attachment.,,Ancient Keeper Of Secrets,,,Action: Sacrifice a Cultist unit to ready this unit.,Daemon. Slaanesh. Elite.,Army,,,Warlord Cycle,FFG,9c65428d-b20c-46ec-bc9e-92e24782745b,The Descendants of Isha,,,,,,,,,,,
843,,,,128,,2,,Chaos,,,Loyal,Slaanesh's Temptation,,2,"Attach to a planet. Increase the cost of each enemy unit being deployed at another planet by 1. Forced Reaction: After a battle at attached planet ends, sacrifice this attachment.",Power. Slaanesh.,Attachment,yes,,Warlord Cycle,FFG,8982e329-c304-4705-9dae-63fd61dfad6f,The Descendants of Isha,,,,,,,,,,,
844,,,,129,,2,,Chaos,,,Loyal,Doom Siren,,2,"Attach to an army unit. Reaction: After attached unit uses its Area Effect ability, deal damage equal to its Area Effect value to each enemy unit at each adjacent planet. Then, sacrifice the attached unit.",Wargear. Slaanesh.,Attachment,,,Warlord Cycle,FFG,cda31d71-c497-4612-9e73-cac77570b4f5,The Descendants of Isha,,,,,,,,,,,
845,,3,,130,3,6,,Astra Militarum,5,No Wargear Attachments. Ranged.,,Shrieking Basilisk,,,"Reaction: After this unit damages an enemy unit, exhaust a target support card.",Vehicle. Artillery. Elite.,Army,,,Warlord Cycle,FFG,6f9bd9cc-9b00-4654-a7fe-330fbca5ddb5,The Descendants of Isha,,,,,,,,,,,
846,,,,131,,2,,Astra Militarum,,,Loyal,The Emperor's Warrant,,2,"Combat Action: Exhaust a target enemy unit at a planet without an enemy warlord. Then, deal damage equal to that unit's ATK value to another target unit at that planet.",Tactic.,Event,,,Warlord Cycle,FFG,fb6c4aa1-0b88-4841-9f94-90a34c659297,The Descendants of Isha,,,,,,,,,,,
847,,4,,132,1,4,,Tau,3,,,Vior'la Warrior Cadre,,,This unit gains Ranged while you control an Ethereal unit at this planet.,Soldier. Shas'la.,Army,,,Warlord Cycle,FFG,703d87a8-9f83-489d-b3eb-7a1ca635e53c,The Descendants of Isha,,,,,,,,,,,
848,,,,133,,2,,Tau,,,,For the Tau'va,,1,Action: Exhaust your warlord to ready each unit you control with 1 or more attachments.,Tactic. Maneuver.,Event,,,Warlord Cycle,FFG,bc59418a-bce0-44a9-8807-4faeaf7b49e7,The Descendants of Isha,,,,,,,,,,,
849,,3,,134,1,4,,Neutral,5,,,Inquisitor Caius Wroth,,,"Reaction: After this unit enters play, each player must choose and discard down to 4 cards in his hand, if able.",Psyker. Inquisitor.,Army,yes,,Warlord Cycle,FFG,94d226a4-4f8c-45ed-a9be-d1aca2d1d0ef,The Descendants of Isha,,,,,,,,,,,
850,,4,,1,1,5,,Space Marine,4,Deep Strike (3). Area Effect (1),Loyal,Belial,,,"Reaction: After you Deep Strike this unit, deal 1 damage to each enemy unit at this planet. Interrupt: When this unit would be destroyed by taking damage, sacrifice another Dark Angels army unit at this planet to put this unit into reserve at this planet or an adjacent planet and remove all damage from it instead.",Elite. Soldier. Dark Angel,Army,yes,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc200,The Eye of Terror,,,,,,,,,,,
851,,3,,2,1,3,,Space Marine,3,,,Wolf Guard Veteran,,,This unit gains Mobile while you control a Space Wolves unit at an adjacent planet.,Soldier. Space Wolves.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc201,The Eye of Terror,,,,,,,,,,,
852,,,,3,,2,,Space Marine,,Deep Strike (1).,,Terminator Armour,,1,Attach to a [SM] Soldier army unit with printed cost 4 or lower. Limit 1 per unit. Attached unit gets +2 ATK and +2 HP. Attached unit gains the Elite trait.,Wargear. Armour.,Attachment,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc202,The Eye of Terror,,,,,,,,,,,
853,,1,,4,2,3,,Astra Militarum,3,Area Effect (1). No Wargear Attachments.,,Fiery Heart Immolator,,,"Reaction: After this unit moves to a planet, deal 2 damage to a target non-warlord unit at that planet. (Limit twice per phase.)",Vehicle. Tank. Ecclesiarchy.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc203,The Eye of Terror,,,,,,,,,,,
854,,2,,5,2,4,,Astra Militarum,3,No Wargear Attachments.,,Salamander Scout Vehicle,,,"Reaction: After this unit moves to a planet, put 1 Guardsman token into play at that planet. (Limit twice per phase.)",Vehicle. Tank.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc204,The Eye of Terror,,,,,,,,,,,
855,,,,6,,2,,Astra Militarum,,,Loyal,We are the Guard,,2,"Combat Action: Ready a target Soldier or Warrior unit you control. If that unit is a non-[AM] unit, you may ready another Soldier or Warrior army unit or token at the same planet. Then all units you control gain the Soldier trait until the end of the round.",Tactic.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc205,The Eye of Terror,,,,,,,,,,,
856,,2,,7,1,6,,Ork,6,,Loyal,Krakfang,,,"Mob Up! - While you control more [ORK] units at this planet than there are enemy units at this planet, [ORK] army units you control at this planet get +1 ATK. Combat Action: Deal 1 damage to an army unit you control at this planet then put 1 Snotling token into play at this planet. Limit once per combat round).",Nob. Warrior. Elite.,Army,yes,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc206,The Eye of Terror,,,,,,,,,,,
857,,,,8,,2,,Ork,,,,Rammin' Speed,,1,Combat Action: Sacrifice a Vehicle unit you control at a target planet to deal damage equal to the sacrificed unit's printed HP to a non-warlord unit at that planet.,Tactic.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc207,The Eye of Terror,,,,,,,,,,,
858,,,,9,,0,,Ork,,,Loyal,Krump 'em,,2,"Reaction: When an army unit you control is declared as an attacker, deal 2 damage to it to give it Brutal for that attack. You may not declare a warlord as the defender for this attack (Max 1 per attack).",Tactic.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc208,The Eye of Terror,,,,,,,,,,,
859,,4,,10,2,5,,Chaos,5,No Wargear Attachments.,Loyal,Juggernaut of Khorne,,,While your warlord is Bloodied this unit gains +4 HP and Brutal.,Deamon. Khorne. Elite.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc209,The Eye of Terror,,,,,,,,,,,
860,,,,11,,1,,Chaos,,,,Bloodfeeder,,1,"Attach to a Khorne unit. Limit 1 per unit. Attached unit gets +1 ATK. If attached unit is a Bloodied warlord it instead gets +2 HP. Reaction: After a unit is destroyed at this planet, exhaust this card to remove up to 2 damage from attached unit.",Wargear. Weapon. Khorne.,Attachment,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc210,The Eye of Terror,,,,,,,,,,,
861,,,,12,,1,,Chaos,,,Loyal,Cower Before Me!,,2,Reaction: After your warlord commits to a planet deal X damage to a target non-warlord unit at that planet. X is the printed ATK value of a non-Elite Khorne unit you control at that planet.,Tactic. Khorne.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc211,The Eye of Terror,,,,,,,,,,,
862,,2,,13,1,3,,Dark Eldar,3,Deep Strike (2).,Loyal,The Carver,,,"Reaction: After you Deep Strike this unit, exhaust it to deal damage equal to the number of Torture cards in your discard pile to a target army unit at this planet. Reaction: After you play a Torture event, put this unit into reserve at this or an adjacent planet.",Raider. Haemonculus.,Army,yes,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc212,The Eye of Terror,,,,,,,,,,,
863,,3,,14,1,3,,Dark Eldar,3,,,Vile Creation,,,"Interrupt: When this unit is destroyed, gain X resources (up to a maximum of 4). X is the number of Torture cards in your discard pile.",Abomination,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc213,The Eye of Terror,,,,,,,,,,,
864,,1,,15,1,2,,Dark Eldar,2,,,Unwilling Slave,,,"Reaction: After you play a Torture event, sacrifice this unit to return that event from your discard pile to your hand.",Slave,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc214,The Eye of Terror,,,,,,,,,,,
865,,2,,16,1,3,,Eldar,3,Mobile.,,Swooping Hawk Autarch,,,"Reaction: After this unit moves from one planet to another, deploy an attachment from your hand to an eligible unit at this planet.",Warrior,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc215,The Eye of Terror,,,,,,,,,,,
866,,2,,17,1,2,,Eldar,2,,Loyal,Saim-Hann Seer,,,"Action: Choose an enemy unit at this planet. That unit loses all printed keywords until the end of the round. Then, this unit gains all keywords lost as a result of this effect until the end of the round. (Limit once per round).",Psyker. Saim-Hann.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc216,The Eye of Terror,,,,,,,,,,,
867,,,,18,,1,,Eldar,,,Loyal,Lasblaster,,2,"Attach to a Mobile army unit. Attached unit gets +2 ATK. Reaction: After attached unit moves from one planet to another, it gain Ranged until the end of the phase.",Wargear. Weapon.,Attachment,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc217,The Eye of Terror,,,,,,,,,,,
868,,1,,19,1,2,,Tau,3,,Loyal,Shield Drone,,,Each other non-Elite unit you control at this planet with 1 or more attachments gains 'Cannot be targeted by enemy card effects.',Drone.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc218,The Eye of Terror,,,,,,,,,,,
869,,2,,20,1,3,,Tau,2,Deep Strike (1).,,Pathfinder Cadre,,,"Reaction: After you Deep Strike this unit, move an attachment you control from one unit to another eligible unit.",Scout.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc219,The Eye of Terror,,,,,,,,,,,
870,,,,21,,2,,Tau,,Limited.,,Gue'vesa Reinforcements,,,Combat Action: Exhaust and sacrifice this support to put 3 Guardsman tokens into play at a planet where you control 1 or more [AM] army units.,Upgrade.,Support,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc220,The Eye of Terror,,,,,,,,,,,
871,,,,22,,0,,Tyranid,,,,Behemoth Hive Ship,,,"Interrupt: When you deploy a [TYR] unit with the Hive Mind specialization, exhaust this support to reduce that unit's cost by 1.",Upgrade,Support,yes,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc221,The Eye of Terror,,,,,,,,,,,
872,,1,,23,1,1,,Tyranid,1,,,Hellgaunt,,,While this unit is at an infested planet it gets +1 ATK and +2 HP.,Creature. Leviathan. Termagaunt.,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc222,The Eye of Terror,,,,,,,,,,,
873,,,,24,,0,,Tyranid,,,,Strip the Planet Dry,,1,Reaction: After winning a battle at the first planet gain 2 [Resource]. If that planet is infested gain an additional 2 [Resource]. (Max 1 per round).,Tactic.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc223,The Eye of Terror,,,,,,,,,,,
874,,5,,25,3,6,,Tyranid,5,,,Subject M17c1-1,,,"Reaction: After you deploy this unit, put 1 termagant token into play at this planet. Reaction: After an enemy army unit at this planet is declared as an attacker, deal damage equal to its ATK value to a unit of your choice that you control at this planet. Cancel the remainder of the attack. (Limit once per phase).",Hive Tyrant. Behemoth. Elite.,Army,yes,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc224,The Eye of Terror,,,,,,,,,,,
875,,2,,26,1,2,,Necron,2,,,Harbringer of the Storm,,,"Reaction: After you deploy this unit, you may set your enslavement dial to another faction.",Scholar,Army,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc225,The Eye of Terror,,,,,,,,,,,
876,,,,27,,0,,Necron,,,,Living Metal,,,"Reaction: After a [NEC] unit is assigned damage, sacrifice this support to prevent up to 5 of that damage.",Upgrade.,Support,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc226,The Eye of Terror,,,,,,,,,,,
877,,,,28,,2,,Necron,,,,Raid the Grave,,,"Play only during a battle. Combat Action: Put the topmost army unit from your opponent's discard pile into play under your control at a planet. If that unit is still in play at the end of the phase, discard it. (Max once per phase.)",Power.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc227,The Eye of Terror,,,,,,,,,,,
878,,,,29,,1,,Necron,,,,Revitalize,,2,"Reaction: After you remove damage from a unit you control, that unit get +1 ATK and gains Armorbane until the end of the phase.",Tactic.,Event,,,Black Crusade EP,BCL,934844da-9902-a429-926d-9061900dc228,The Eye of Terror,,,,,,,,,,,
879,,,1,175,,,,,,,,Plannum,1,,Battle: Move a non-warlord unit you control to a planet of your choice.,,Planet,,,Markers and Planets,FFG,5e423620-6663-4198-8cdc-df0fabf876c8,Markers and Planets,,,,,1,1,Traxis Sector,,,,
880,,,1,176,,,,,,,,Atrox Prime,1,,Battle: Deal 1 damage to each enemy unit at a target HQ or adjacent planet.,,Planet,,,Markers and Planets,FFG,12fea3b0-be4e-4142-89db-316c56956c8f,Markers and Planets,,,,1,,1,Traxis Sector,,,,
881,,,2,177,,,,,,,,Barlus,0,,Battle: Discard 1 card at random from your opponent's hand.,,Planet,,,Markers and Planets,FFG,89b18d3e-431e-4889-94d1-0948f73a4b2a,Markers and Planets,,,,,1,,Traxis Sector,,,,
882,,,2,178,,,,,,,,Elouith,0,,"Battle: Search the top 3 cards of your deck for a card. Add it to your hand, and place the remaining cards on the bottom of your deck in any order.",,Planet,,,Markers and Planets,FFG,9657b143-06c2-45fe-bd6e-4a3d131e1689,Markers and Planets,,,,,,1,Traxis Sector,,,,
883,,,1,179,,,,,,,,Carnath,1,,Battle: Trigger the Battle ability of another planet in play.,,Planet,,,Markers and Planets,FFG,8ec7354b-eef5-4997-82ed-d7ed66a93c15,Markers and Planets,,,,1,,1,Traxis Sector,,,,
884,,,1,180,,,,,,,,Tarrus,1,,"Battle: If you control fewer units than your opponent, gain 3[RESOURCE] or draw 3 cards.",,Planet,,,Markers and Planets,FFG,8fcab463-9c8c-4745-a49e-38f56bc49e6d,Markers and Planets,,,,1,1,,Traxis Sector,,,,
885,,,0,181,,,,,,,,Osus IV,2,,Battle: Take 1 [RESOURCE] from your opponent.,,Planet,,,Markers and Planets,FFG,1a35a54a-0f21-44d0-ab40-b3ec7ac5cadc,Markers and Planets,,,,,1,,Traxis Sector,,,,
886,,,0,182,,,,,,,,Ferrin,2,,Battle: Rout a target non-warlord unit.,,Planet,,,Markers and Planets,FFG,e0c7e2e6-711d-4704-8e38-182d113c6282,Markers and Planets,,,,1,,,Traxis Sector,,,,
887,,,0,183,,,,,,,,Y'varn,1,,Battle: Each player puts a unit into play from his hand at his HQ.,,Planet,,,Markers and Planets,FFG,3e58dd21-00fe-499e-87e9-7bb52bb66b95,Markers and Planets,,,,1,1,1,Traxis Sector,,,,
888,,,1,184,,,,,,,,Iridial,0,,Battle: Remove all damage from a target unit.,,Planet,,,Markers and Planets,FFG,36221c3a-591c-41e8-a4c9-fc71c89cac12,Markers and Planets,,,,1,1,1,Traxis Sector,,,,
889,,,,,,,,,,,,Servo-Skull,,,,,Skull,,,Markers and Planets,FFG,5c352ba9-9b70-4071-ae47-e2bed96d1e01,Markers and Planets,,,,,,,,,,,
890,,,,,,,,,,,,Tyra-Skull,,,,,Skull,,,Markers and Planets,FFG,124d3e0b-621a-4eb7-bb34-e4163794989f,Markers and Planets,,,,,,,,,,,
